,Product Name,Product Price,Key Features,Availability,Image Link,Product Link,brand
3265,Avangard Optics 2MP IR LED Female Watch Camera,$149,"Designed for Covert Surveillance,1920 x 1080 Resolution at 30 fps,4032 x 3024 Still Photo Resolution,IR LEDs for Night Vision up to 36 Hours",In Stock,,https://www.bhphotovideo.com/c/product/1225888-REG/avangard_optics_aw_sw206_1080p_ir_led_female.html,Avangard
3266,KJB Security Products 1080p Covert Button Camera for PV-500NEO & PV-500NEO-PRO DVR,$155,"1920 x 1080 Resolution Video,External Microphone,Multiple Button & Screw Lens Covers,For Use with PV-500NEO-PRO & PV-500NEO",Special Order,,https://www.bhphotovideo.com/c/product/1580978-REG/kjb_security_products_bu_18neo_1080p_covert_button_camera.html,KJB
3267,KJB Security Products USB Stick with Covert Camera & DVR,$159,,Special Order,,https://www.bhphotovideo.com/c/product/1376350-REG/kjb_security_products_dvr707_usb_stick_hd_dvr.html,KJB
3268,Avangard Optics 720p Clock Camera with DVR,$159,"Suitable for Indoor Covert Surveillance,Fully Functional Clock Camera,Hidden Camera/DVR within Clock Body,5MP CMOS Image Sensor",In Stock,,https://www.bhphotovideo.com/c/product/1104998-REG/avangard_optics_an_dvc08_hd_720p_clock_camera.html,Avangard
3269,BrickHouse Security Camscura 720p Flex Ribbon Wi-Fi Box Camera with Pinhole Lens,$159,"Designed for Covert Surveillance,1280 x 720 Recording Resolution,Pinhole Lens with 5"" Flexible Ribbon,62° Field of View",Special Order,,https://www.bhphotovideo.com/c/product/1478662-REG/brickhouse_security_255_wifi_ribbon_camscura_wi_fi_hidden_camera.html,BrickHouse
3270,KJB Security Products DVR006 HD Micro DVR with Camera,$169,,Special Order,,https://www.bhphotovideo.com/c/product/906060-REG/KJB_SECURITY_PRODUCTS_DVR006_HD_Micro_DVR.html,KJB
3271,KJB Security Products C1025 1080p Button/Screw Camera with Cone Lens,$169,,Special Order,,https://www.bhphotovideo.com/c/product/1282521-REG/kjb_security_products_c1025_cone_lens_cmos_1080p.html,KJB
3272,BrickHouse Security Camscura 720p Flex Ribbon Wi-Fi Box Camera with Telephoto Lens,$169,"Designed for Covert Surveillance,1280 x 720 Recording Resolution,Telephoto Lens with 5"" Flexible Ribbon,Up to 10' Field of View",Special Order,,https://www.bhphotovideo.com/c/product/1478663-REG/brickhouse_security_255_wifi_tele_ribbon_camscura_wi_fi_hidden_camera.html,BrickHouse
3273,KJB Security Products DVR261W Coffee Cup Lid with Covert 1920 x 1080 Wi-Fi Camera & DVR,$409,"Designed for Covert Surveillance,1920 x 1080 Streaming Resolution,16GB microSD Card Included,Up to 3 Hours of Battery Power",Special Order,https://static.bhphoto.com/images/images345x345/1597251997_1580998.jpg,https://www.bhphotovideo.com/c/product/1580998-REG/kjb_security_products_dvr261w_1080p_indoor_outdoor_coffee.html,KJB
3274,KJB Security Products DVR278WF Portable Bluetooth Speaker with 2MP Covert Wi-Fi Camera & DVR,$409,"Designed for Covert Surveillance,1920 x 1080 Video Streaming Resolution,16GB microSD Card Included,Up to 150 Minutes of Battery Power",Special Order,,https://www.bhphotovideo.com/c/product/1581004-REG/kjb_security_products_dvr278wf_wi_fi_portable_bluetooth.html,KJB
3275,Bush Baby Fuse Box with Covert 4K Wi-Fi Night Vision Camera & 128GB microSD Card,$429,"Designed for Covert Surveillance,1280 x 720 Recording Resolution,90° Angle of View,Up to 25' of Night Vision",Special Order,,https://www.bhphotovideo.com/c/product/1602870-REG/bush_baby_bb4knefusebox_fuse_box_with_covert.html,Bush
3276,Bush Baby Hardwired Functional Smoke Detector with 4K UHD Covert Wi-Fi Camera,$429,,Special Order,,https://www.bhphotovideo.com/c/product/1615551-REG/bush_baby_bb4kwififunsmoke_b_hardwired_functional_smoke_detector.html,Bush
3277,Bush Baby USB Decora Outlet with 4K UHD Covert Wi-Fi Camera,$429,"Designed for Covert Surveillance,3840 x 2160 Streaming Resolution,1280 x 720 Recording Resolution,Up to 25' of Night Vision",Special Order,,https://www.bhphotovideo.com/c/product/1650690-REG/bush_baby_bb4knedecoraoutlet_usb_usb_decora_outlet_with.html,Bush
3278,Bush Baby Smoke Detector with Covert 4K Wi-Fi Night Vision Camera,$429,,Special Order,,https://www.bhphotovideo.com/c/product/1653623-REG/bush_baby_bb4knesmoke_smoke_detector_with_covert.html,Bush
3279,KJB Security Products Xtreme Life Bird Feeder with 4K UHD Covert Camera & DVR,$429,"Designed for Covert Surveillance,3840 x 2160 Recording Resolution,Hidden IR LEDs for Night Vision,120° Field of View",Special Order,,https://www.bhphotovideo.com/c/product/1409292-REG/kjb_security_products_sc70504k_xtreme_life_4k_night.html,KJB
3280,KJB Security Products Zone Shield Bluetooth Speaker with 4K UHD Covert Camera & DVR,$429,"Designed for Covert Surveillance,3840 x 2160 Recording Resolution,120° Field of View,Motion and Continuous Recording Modes",Special Order,,https://www.bhphotovideo.com/c/product/1409302-REG/kjb_security_products_sc95254k_zone_shield_4k_bluetooth.html,KJB
3281,KJB Security Products SC70194K Xtreme Life Outdoor Tree Stump Covert 4K Night Vision Camera,$429,"Designed for Covert Surveillance,2280 x 2160 Recording Resolution,Up to 90 Hours of Standby Power,32GB microSD Card Included",Special Order,,https://www.bhphotovideo.com/c/product/1581019-REG/kjb_security_products_sc70194k_xtreme_life_indoor_outdoor_4k.html,KJB
3282,KJB Security Products Xtreme Life Plant with 4K UHD Covert Camera & DVR,$439,"Designed for Covert Surveillance,3840 x 2160 Recording Resolution,120° Field of View,Motion and Continuous Recording Modes",Special Order,,https://www.bhphotovideo.com/c/product/1409291-REG/kjb_security_products_sc70404k_xtreme_life_4k_artificial.html,KJB
3283,KJB Security Products Xtreme Life Mantel Clock with 4K UHD Covert Camera & DVR,$449,"Designed for Covert Surveillance,3840 x 2160 Recording Resolution,120° Field of View,Motion and Continuous Recording Modes",Special Order,,https://www.bhphotovideo.com/c/product/1409286-REG/kjb_security_products_sc70044k_xtreme_life_4k_mantel.html,KJB
3284,KJB Security Products Xtreme Life Rectangle Clock with 4K UHD Covert Camera & DVR,$449,"Designed for Covert Surveillance,3840 x 2160 Recording Resolution,120° Field of View,Motion and Continuous Recording Modes",Special Order,,https://www.bhphotovideo.com/c/product/1409287-REG/kjb_security_products_sc70054k_xtreme_life_4k_rectangle.html,KJB
3285,KJB Security Products Xtreme Life Cable Box with 4K UHD Covert Night Vision Camera & 32GB microSD Card,$359,"Designed for Covert Surveillance,3840 x 2160 Recording Resolution,IR LEDs for Night Vision,120° Field of View",Special Order,https://static.bhphoto.com/images/images345x345/1562590229_1492295.jpg,https://www.bhphotovideo.com/c/product/1492295-REG/kjb_security_products_sc70114k_hidden_camera_4k_battery.html,KJB
3286,KJB Security Products Xtreme Life Room Freshener with 4K UHD Covert Camera & DVR,$359,"Designed for Covert Surveillance,3840 x 2160 Recording Resolution,120° Field of View,Motion and Continuous Recording Modes",Special Order,,https://www.bhphotovideo.com/c/product/1411344-REG/kjb_security_products_sc70104k_xtreme_life_4k_room.html,KJB
3287,KJB Security Products Xtreme Life Room Freshener with 4K UHD Covert Night Vision Camera & 32GB microSD Card,$359,"Designed for Covert Surveillance,3840 x 2160 Recording Resolution,IR LEDs for Night Vision,120° Field of View",Special Order,,https://www.bhphotovideo.com/c/product/1492296-REG/kjb_security_products_sc70204k_hidden_spy_camera_high.html,KJB
3288,Bush Baby Hardwired Smoke Detector with Covert 1080p Wi-Fi Camera,$369,"Designed for Covert Surveillance,1920 x 1080 Streaming Resolution,90° Viewing Angle,2.4 GHz Wi-Fi Connectivity",Special Order,,https://www.bhphotovideo.com/c/product/1641778-REG/bush_baby_bbwifiultrasmoke_hardwired_smoke_detector_with.html,Bush
3289,KJB Security Products DVR542WF LawMate Handheld Wi-Fi DVR,$379,,Special Order,,https://www.bhphotovideo.com/c/product/1336338-REG/kjb_security_products_dvr542wf_ip_wi_fi_mini_dvr.html,KJB
3290,KJB Security Products Digital Clock with Covert 1080p Wi-Fi Camera,$379,,Special Order,,https://www.bhphotovideo.com/c/product/1266631-REG/kjb_security_products_dvr259wf_digital_clock_wi_fi_hd.html,KJB
3291,Bush Baby Non-Functional Smoke Detector with Dual Covert 1080p Wi-Fi Cameras,$379,"Designed for Covert Surveillance,Dual Cameras for Front & Side Views,Up to 1920 x 1080 Resolution per Camera,110° Field of View per Camera",Special Order,,https://www.bhphotovideo.com/c/product/1513550-REG/bush_baby_bbwifismokedualcam_hd_wifi_hardwired_smoke.html,Bush
3292,KJB Security Products Zone Shield Mantel Clock with 4K UHD Covert Camera & DVR,$379,"Designed for Covert Surveillance,3840 x 2160 Recording Resolution,120° Field of View,Motion and Continuous Recording Modes",Special Order,,https://www.bhphotovideo.com/c/product/1409299-REG/kjb_security_products_sc93594k_zone_shield_4k_mantel.html,KJB
3293,Bush Baby Wall Outlet with 4K UHD Covert Wi-Fi Camera (White),$399,"Designed for Covert Surveillance,3840 x 2160 Streaming Resolution,1920 x 1080 Recording Resolution,90° Field of View",Special Order,,https://www.bhphotovideo.com/c/product/1457613-REG/mini_gadgets_bb4kwifiwalloutlet_bb4k_wifi_wall_outlet.html,Bush
3294,Bush Baby AC Wall Receptacle with 4K UHD Covert Wi-Fi Camera (Black),$399,"Designed for Covert Surveillance,3840 x 2160 Streaming Resolution,1920 x 1080 Recording Resolution,90° Field of View",Special Order,,https://www.bhphotovideo.com/c/product/1471489-REG/bush_baby_bb4kwifireceptacle_blk_ac_wall_receptacle_with.html,Bush
3295,Bush Baby Wall Outlet with 4K UHD Covert Wi-Fi Camera (Beige),$399,"Designed for Covert Surveillance,3840 x 2160 Streaming Resolution,1920 x 1080 Recording Resolution,90° Field of View",Special Order,,https://www.bhphotovideo.com/c/product/1471490-REG/bush_baby_bb4kwifiwalloutlet_b_wall_outlet_with_4k.html,Bush
3296,KJB Security Products Zone Shield Rectangle Clock with 4K UHD Covert Camera & DVR,$399,"Designed for Covert Surveillance,3840 x 2160 Recording Resolution,120° Field of View,Motion and Continuous Recording Modes",Special Order,,https://www.bhphotovideo.com/c/product/1409300-REG/kjb_security_products_sc93604k_zone_shield_4k_rectangle.html,KJB
3297,Axis Communications TW1100 Clip Mount (5-Pack),$99,"5 Slim Clip Mounts,Designed for W100 Body-Worn Camera",Special Order,https://static.bhphoto.com/images/en/na500x500.jpg,https://www.bhphotovideo.com/c/product/1583489-REG/axis_communications_02126_001_tw1100_clip_mount.html,Axis
3298,PatrolEyes 480p Resolution Covert Button Camera Kit,$129,"Offers an Alternate Recording Angle,65° Angle of View,Connects Directly to the Camera,Allows for Discreet Camera Recording",Special Order,,https://www.bhphotovideo.com/c/product/1198344-REG/patroleyes_sc_dv1_b_480p_resolution_covert_button.html,PatrolEyes
3299,i-PRO Body-Worn Camera Mounting Kit,$140,Mounting Kit for i-PRO Body-Worn Cameras,Special Order,,https://www.bhphotovideo.com/c/product/1580866-REG/i_pro_arb_bwc3mnt_kit_body_worn_camera_mount.html,i-PRO
3300,PatrolEyes SC-DV1-WB 480p Wide-Angle Camera Module,$149,"Body-Worn Ancillary Camera Sensor,Compatible with SC-DV1 Series Cameras,Connects Directly to Camera,120° Field of View",Special Order,,https://www.bhphotovideo.com/c/product/1198345-REG/patroleyes_sc_dv1_wb_480p_resolution_wide_angle.html,PatrolEyes
3301,Axis Communications TW1904 Body Worn Mount Flight Kit,$149,,Special Order,,https://www.bhphotovideo.com/c/product/1643344-REG/axis_communications_02191_001_tw1904_body_worn_mount.html,Axis
3302,Axis Communications TW1201 Body-Worn Mini Cube Sensor (White),$169,"Body Worn for Hands-Free Recording,1920 x 1080 Resolution at 30 fps,2.1mm Fixed Lens,141.4° Horizontal Field of View",Special Order,,https://www.bhphotovideo.com/c/product/1652113-REG/axis_communications_02260_001_tw1201_body_worn_mini.html,Axis
3303,Axis Communications TW1201 Body-Worn Mini Cube Sensor (Black),$169,"Body Worn for Hands-Free Recording,1920 x 1080 Resolution at 30 fps,2.1mm Fixed Lens,141.4° Horizontal Field of View",Special Order,,https://www.bhphotovideo.com/c/product/1652112-REG/axis_communications_02242_001_tw1201_body_worn_mini.html,Axis
3304,Axis Communications TW1103 Chest Harness Mount (5-Pack),$169,"5 Chest Harness Mounts,Designed for W100 Body-Worn Camera",Special Order,,https://www.bhphotovideo.com/c/product/1583492-REG/axis_communications_02129_001_tw1103_chest_harness_mount.html,Axis
3305,Axis Communications TW1200 1080p Body-Worn Mini Bullet Sensor,$199,"Body Worn for Hands-Free Recording,1920 x 1080 Resolution at 30 fps,2.1mm Fixed Lens,141° Horizontal Field of View",In Stock,,https://www.bhphotovideo.com/c/product/1592814-REG/axis_communications_01952_001_tw1200_body_worn_mini.html,Axis
3306,Transcend 6-Port DrivePro Body Docking Station,$249,"Charge/Upload Data from 6 DrivePro Cams,Auto-Backup Function,Vertical Drop-In Charger,AC-Powered and USB 3.0 Data Connection",Special Order,,https://www.bhphotovideo.com/c/product/1260079-REG/transcend_ts_dpd6p_6_port_docking_station.html,Transcend
3307,PatrolEyes Docking Station for HD Police Body Cameras,$299,"For Data Transfer and Charging,Compatible with HD Police Body Cameras,Connect 8 Cameras Simultaneously,Charge Each Camera in 2.5 Hours",In Stock,,https://www.bhphotovideo.com/c/product/1198364-REG/patroleyes_sc_dv1_ds_docking_station_and_data.html,PatrolEyes
3308,PatrolEyes PE-DV5-2 1296p Body Camera with Night Vision and GPS,$399,"Body Worn for Hands-Free Recording,2304 x 1296 Resolution at 30 fps,170° Field of View,IR LEDs for Night Vision Up to 30'",Special Order,,https://www.bhphotovideo.com/c/product/1339748-REG/patroleyes_pe_dv5_2_32gb_hd_gps_auto_ir.html,PatrolEyes
3309,Axis Communications TW1102 Magnet Mount (5-Pack),$429,"5 Magnetic Clip-On Mounts,Designed for W100 Body-Worn Camera",Special Order,,https://www.bhphotovideo.com/c/product/1583491-REG/axis_communications_02128_001_tw1102_magnet_mount.html,Axis
3310,veho MUVI HD Pro 3 Titan Bodyworn Camcorder,$439,,More on the Way,,https://www.bhphotovideo.com/c/product/1689856-REG/veho_vcc_005_hdpro3_muvi_hd_pro_3.html,veho
3311,Corel Pinnacle Studio 22 Ultimate (Download),$129,"Comprehensive Consumer Editing System,Supports up to UHD 4K Resolution Video,New Full-Featured Color Grading,6-Camera Multicam Editing",Software Download,https://static.bhphoto.com/images/images345x345/1537446086_1432865.jpg,https://www.bhphotovideo.com/c/product/1432865-REG/corel_esdpnst22ulml_pinnacle_studio_22_ultimate.html,Corel
3312,Hauppauge Colossus 2 PCIe Video Capture Card,$129,"Record from Game Systems + Set-Top Boxes,HDMI and Analog Video Inputs,HDMI Loop-Thru,Optical Audio Input",Special Order,,https://www.bhphotovideo.com/c/product/1140961-REG/hauppauge_1577_colossus_2_pcie_video.html,Hauppauge
3313,Movavi Unlimited 22 Personal for Mac (1-Year Subscription),$134,,Software Download,,https://www.bhphotovideo.com/c/product/1687238-REG/movavi_munlimpsub_unlimited_22_personal_for.html,Movavi
3314,Movavi Unlimited 22 Personal for Windows (1-Year Subscription),$134,,Software Download,,https://www.bhphotovideo.com/c/product/1687239-REG/movavi_munlimpsubwin_unlimited_22_personal_for.html,Movavi
3315,"MAGIX Video Pro X (Educational, Site License 10-49)",$139,,Electronic Download,,https://www.bhphotovideo.com/c/product/1649899-REG/magix_639191910517_vol_video_pro_x_educational.html,MAGIX
3316,MAGIX Vegas Pro (EDU),$139,,Electronic Download,,https://www.bhphotovideo.com/c/product/1661099-REG/magix_639191910456_vol_vegas_pro_edu.html,MAGIX
3317,CyberLink PowerDirector 20 Ultra & PhotoDirector 13 Ultra,$139,"Pro-Level Consumer Video & Photo Editing,Multiple Content Packs/Effects Plug-Ins,Green Screen, Transitions, Color Match,Photo Animation, Layer Editing",In Stock,,https://www.bhphotovideo.com/c/product/1680806-REG/cyberlink_pnp_e500_rpt0_00_powerdirector_20_ultra.html,CyberLink
3318,proDAD Mercalli SAL for Mac (Download),$142,"Standalone Stabilization Software,Auto 2-Level CMOS Distortion Correction,Rolling-Shutter Correction,Fisheye Distortion Removal",Electronic Download,,https://www.bhphotovideo.com/c/product/1661560-REG/prodad_mercalli_sal_mac_mercalli_sal_f_macos_x.html,proDAD
3319,proDAD Mercalli SAL for Mac OS 10.11 & 10.12 (Download),$142,"Standalone 64-Bit Stabilization Software,Mercalli V4 Stabilizer Engine,Supports up to UHD 4K Resolution Videos,Auto 2-Level CMOS Distortion Correction",Electronic Download,,https://www.bhphotovideo.com/c/product/1355692-REG/prodad_pdad_mercalli_sal_mac_mercalli_sal_for_macos.html,proDAD
3320,proDAD Mercalli V2 Pro - Video Stabilization Software,$142,"Stabilizes Unstable Shots and Jitter,Thorough 3-Axis Stabilization,Stabilization Limits Management,Preserves Original Borders",Electronic Download,,https://www.bhphotovideo.com/c/product/968288-REG/prodad_mercalli_v2_pro.html,proDAD
3321,MAGIX Video Pro X Upgrade,$149,,Electronic Download,,https://www.bhphotovideo.com/c/product/1649895-REG/magix_639191910159_upg_video_pro_x_upgrade.html,MAGIX
3322,Telestream ScreenFlow 10,$149,,Electronic Download,,https://www.bhphotovideo.com/c/product/1651005-REG/telestream_sf10_m_screenflow_10.html,Telestream
3323,"MAGIX Vegas Post (EDU, Upgrade)",$149,,Electronic Download,,https://www.bhphotovideo.com/c/product/1661104-REG/magix_639191910470_upg_vegas_post_edu_upgrade.html,MAGIX
3324,Movavi Video Editor Plus 2021 Software (Business Edition),$149,,Software Download,,https://www.bhphotovideo.com/c/product/1622233-REG/movavi_mve21be_esd_video_editor_plus_2021.html,Movavi
3325,Movavi Video Suite 2020 Business Edition,$149,,Software Download,,https://www.bhphotovideo.com/c/product/1544254-REG/movavi_mvs20be_esd_movavi_video_suite_2020.html,Movavi
3326,"Movavi Video Editor Plus 2022 (Business, Lifetime)",$149,,Software Download,,https://www.bhphotovideo.com/c/product/1682326-REG/movavi_mve22bus_esd_video_editor_plus_2022.html,Movavi
3327,"MAGIX VEGAS Edit 365 (12-Month Subscription, ESD)",$155,,Electronic Download,,https://www.bhphotovideo.com/c/product/1682556-REG/magix_639191250309_vegas_edit_365_12_month.html,MAGIX
3328,Movavi Video Suite 2021 Software (Business Edition),$159,,Software Download,,https://www.bhphotovideo.com/c/product/1622235-REG/movavi_mvs21be_esd_video_suite_2021_software.html,Movavi
3329,"Movavi Video Suite 2022 (Business Edition, 1-Year Subscription)",$159,,Software Download,,https://www.bhphotovideo.com/c/product/1682331-REG/movavi_mvs22bissub_esd_video_suite_2022_business.html,Movavi
3330,MAGIX Vegas Edit,$174,,Electronic Download,,https://www.bhphotovideo.com/c/product/1661090-REG/magix_639191910128_vol_vegas_edit.html,MAGIX
