company,links,address,telephone,email,open,description,contacts,Cod_Fiscal,product_service,key_words,activity,service_area,opening_hours,payment_method,company_logo,photo_and_vid_gallary
LEAFF ADVISORS,https://www.paginiaurii.ro//companii/BUCURE%C5%9ETI/L4307556/LEAFF+ADVISORS/,"STR. CHILIA VECHE, Nr. 3, Bl.TD16, BUCUREŞTI, Cod Postal 61741",031-408 7883, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 17033983NUMĂR DE ÎNREGISTRARE: J40/20635/2004FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 13/12/2004NUMAR ANGAJATI LA DATA 31/12/2015: CAPITALUL SUBSCRIS: 200 RONCIFRA DE AFACERI LA DATA 31/12/2015: 81140 RON PROFIT LA DATA 31/12/2015: 16347 RON", ,17033983, , ,Consultanţă în afaceri şi finanţe, , , , , 
PRIDMA S.R.L.,"https://www.paginiaurii.ro//companii/Sector+1,+BUCURE%C5%9ETI/L4434624/PRIDMA+S.R.L./","STR. JANDARMERIEI, Nr. 321, Sector 1, BUCUREŞTI",021-310 6727, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 346900NUMĂR DE ÎNREGISTRARE: J40/12168/1991FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 11/01/2007NUMAR ANGAJATI LA DATA 31/12/2015: 2CAPITALUL SUBSCRIS: 220 RONCIFRA DE AFACERI LA DATA 31/12/2015: 22063 RON PROFIT LA DATA 31/12/2015: -146255 RON", ,346900, , ,Consultanţă în afaceri şi finanţe, , , , , 
INTERNATIONAL CONSULTING S.R.L.,https://www.paginiaurii.ro//companii/ORADEA/L4514601/INTERNATIONAL+CONSULTING+S.R.L./,"BD. DECEBAL, Nr. 28, Bl.D4, Ap.3, ORADEA, Jud. BIHOR",0259-439 999, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS: RadiatăCOD FISCAL: 14443539NUMĂR DE ÎNREGISTRARE: J05/149/2003FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTCAPITALUL SUBSCRIS: 50800 RON", ,14443539, , ,Consultanţă în afaceri şi finanţe, , , , , 
QUIZ INVESTMENT,"https://www.paginiaurii.ro//companii/Sector+1,+BUCURE%C5%9ETI/L4346819/QUIZ+INVESTMENT/","STR. ACADEMIEI, Nr. 39-41, Sector 1, BUCUREŞTI, Cod Postal 010013",0754-068 646, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2014: FuncţiuneCOD FISCAL: 22388737NUMĂR DE ÎNREGISTRARE: J40/16943/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 11/09/2007NUMAR ANGAJATI LA DATA 31/12/2014: 1CAPITALUL SUBSCRIS: 200 RONCIFRA DE AFACERI LA DATA 31/12/2014: 0 RON PROFIT LA DATA 31/12/2014: -72737 RON", ,22388737, , ,Consultanţă în afaceri şi finanţe, , , , , 
ARMUTEH S.R.L.,https://www.paginiaurii.ro//companii/T%C3%82RGOVI%C5%9ETE/L4512938/ARMUTEH+S.R.L./,"STR. CAMIL PETRESCU, Nr. 5, TÂRGOVIŞTE, Cod Postal 130023, Jud. DÂMBOVIŢA",0245-640 233, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 15128807NUMĂR DE ÎNREGISTRARE: J15/23/2003FORMA LEGALA: SRLCOD CAEN:7490- ALTE ACTIVITĂŢI PROFESIONALE STIINŢIFICE SI TEHNICE N.C.A.DATA ÎNCEPERII ACTIVITĂŢII: 14/01/2003NUMAR ANGAJATI LA DATA 31/12/2015: CAPITALUL SUBSCRIS: 200 RONCIFRA DE AFACERI LA DATA 31/12/2015: 3000 RON PROFIT LA DATA 31/12/2015: 1105 RON", ,15128807, , ,Consultanţă în afaceri şi finanţe, , , , , 
JF CONTACT SRL,"https://www.paginiaurii.ro//companii/1,+BUCURE%C5%9ETI/L4449955/JF+CONTACT+SRL/","STR. GEN. STEFAN BURILEANU, Nr.13, Bl. XXC Sc. 1 Et. 1 Ap. 3, 1, BUCUREŞTI, Cod Postal 14193",021-232 6321, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 17293185NUMĂR DE ÎNREGISTRARE: J40/3852/2005FORMA LEGALA: SRLCOD CAEN:8299- ALTE ACTIVITĂŢI DE SERVICII SUPORT PENTRU ÎNTREPRINDERI N.C.A.DATA ÎNCEPERII ACTIVITĂŢII: 28/02/2005NUMAR ANGAJATI LA DATA 31/12/2015: 1CAPITALUL SUBSCRIS: 1000 RONCIFRA DE AFACERI LA DATA 31/12/2015: 20079 RON PROFIT LA DATA 31/12/2015: 6823 RON", ,17293185, , ,Consultanţă în afaceri şi finanţe, , , , , 
3E PROJECT MANAGEMENT,https://www.paginiaurii.ro//companii/CONSTAN%C5%A2A/L4407095/3E+PROJECT+MANAGEMENT/,"BD. FERDINAND I, Nr. 8, CONSTANŢA, Cod Postal 900659, Jud. CONSTANŢA",0241-616 808, ,<built-in function open>, , , , , ,Consultanţă în afaceri şi finanţe, , , , , 
GERA FINCONT CONSULTING SRL,"https://www.paginiaurii.ro//companii/2,+BUCURE%C5%9ETI/L4449236/GERA+FINCONT+CONSULTING+SRL/","STR. AVRIG, Nr.9-19, Bl. U1 Sc. 5 Et. 3 Ap. 173, 2, BUCUREŞTI, Cod Postal 21571",021-252 3907, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22527940NUMĂR DE ÎNREGISTRARE: J40/18723/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 08/10/2007NUMAR ANGAJATI LA DATA 31/12/2015: 1CAPITALUL SUBSCRIS: 200 RONCIFRA DE AFACERI LA DATA 31/12/2015: 129685 RON PROFIT LA DATA 31/12/2015: 53279 RON", ,22527940, , ,Consultanţă în afaceri şi finanţe, , , , , 
AUDEEP SRL,https://www.paginiaurii.ro//companii/PIATRA+NEAM%C5%A2/L4381119/AUDEEP+SRL/,"STR. BISTRITEI, Nr.10, Bl. F24 Sc. B Et. 1 Ap. 22, PIATRA NEAMŢ, Cod Postal 610083, Jud. NEAMŢ",0333-801 256, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 28143655NUMĂR DE ÎNREGISTRARE: J27/163/2011FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 08/03/2011NUMAR ANGAJATI LA DATA 31/12/2015: CAPITALUL SUBSCRIS: 200 RONCIFRA DE AFACERI LA DATA 31/12/2015:  RON PROFIT LA DATA 31/12/2015: -23484 RON", ,28143655, , ,Consultanţă în afaceri şi finanţe, , , , , 
ADAMIR TRANS CURIER CONSULTING,https://www.paginiaurii.ro//companii/PLOIE%C5%9ETI/L4386969/ADAMIR+TRANS+CURIER+CONSULTING/,"PLOIEŞTI, Cod Postal 100032, Jud. PRAHOVA",0244-577 676, ,<built-in function open>, , , , , ,Consultanţă în afaceri şi finanţe, , , , , 
SALCO,"https://www.paginiaurii.ro//companii/Sector+3,+BUCURE%C5%9ETI/L4321852/SALCO/","STR. ION NISTOR, Nr. 2, Ap.7, Sector 3, BUCUREŞTI",021-310 2066, ,<built-in function open>, , , , , ,Consultanţă în afaceri şi finanţe, , , , , 
FONDUL NAŢIONAL DE GARANTARE A CREDITELOR PT. IMM-URI,https://www.paginiaurii.ro//companii/PITE%C5%9ETI/L4389735/FONDUL+NA%C5%A2IONAL+DE+GARANTARE+A+CREDITELOR+PT.+IMM-URI/,"STR. REPUBLICII, Nr. 312, PITEŞTI, Jud. ARGEŞ",0248-223 037, ,<built-in function open>, , ,14367083, , ,Consultanţă în afaceri şi finanţe, , , , , 
AVENSIS CAPITAL CONSULTING SRL,https://www.paginiaurii.ro//companii/CRAIOVA/L4508415/AVENSIS+CAPITAL+CONSULTING+SRL/,"BD. STIRBEI VODA, Nr.47 B, CRAIOVA, Cod Postal 200653, Jud. DOLJ",0351-419 563, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 23267881NUMĂR DE ÎNREGISTRARE: J16/285/2008FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 14/02/2008NUMAR ANGAJATI LA DATA 31/12/2015: CAPITALUL SUBSCRIS: 15000 RONCIFRA DE AFACERI LA DATA 31/12/2015: 57432 RON PROFIT LA DATA 31/12/2015: 406 RON", ,23267881, , ,Consultanţă în afaceri şi finanţe, , , , , 
LAROMET MANAGEMENT SRL,"https://www.paginiaurii.ro//companii/Sector+1,+BUCURE%C5%9ETI/L5930819/LAROMET+MANAGEMENT+SRL/","BD. BUCUREŞTII NOI, Nr. 166, Sector 1, BUCUREŞTI",021-208 5622, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 25298523NUMĂR DE ÎNREGISTRARE: J40/3608/2009FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 17/03/2009NUMAR ANGAJATI LA DATA 31/12/2015: CAPITALUL SUBSCRIS: 200 RONCIFRA DE AFACERI LA DATA 31/12/2015: 824403 RON PROFIT LA DATA 31/12/2015: 8109 RON", ,25298523, , ,Consultanţă în afaceri şi finanţe, , , , , 
TREND CONSULT S.R.L.,"https://www.paginiaurii.ro//companii/Sector+2,+BUCURE%C5%9ETI/L4455764/TREND+CONSULT+S.R.L./","STR. TUNARI, Nr. 75, Sector 2, BUCUREŞTI, Cod Postal 30831",021-212 2115, ,<built-in function open>, , , , , ,Consultanţă în afaceri şi finanţe, , , , , 
BIOVITIS CEPTURA,"https://www.paginiaurii.ro//companii/Sector+3,+BUCURE%C5%9ETI/L4394684/BIOVITIS+CEPTURA/","AL. BARAJUL BICAZ, Nr. 2-4, Sector 3, BUCUREŞTI",021-411 6411, ,<built-in function open>, , , , , ,Consultanţă în afaceri şi finanţe, , , , , 
A.M.T.T. EXPERT S.R.L.,https://www.paginiaurii.ro//companii/CLUJ-NAPOCA/L4496114/A.M.T.T.+EXPERT+S.R.L./,"STR. ALEXANDRU VAIDA VOIEVOD, Nr. 2, Ap.CAM.67, CLUJ-NAPOCA, Cod Postal 400592, Jud. CLUJ",0264-419 290, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 13335296NUMĂR DE ÎNREGISTRARE: J12/961/2000FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 06/09/2000NUMAR ANGAJATI LA DATA 31/12/2015: 2CAPITALUL SUBSCRIS: 200 RONCIFRA DE AFACERI LA DATA 31/12/2015: 65599 RON PROFIT LA DATA 31/12/2015: 8651 RON", ,13335296, , ,Consultanţă în afaceri şi finanţe, , , , , 
PROLEGIS CONSULTING S.R.L.,https://www.paginiaurii.ro//companii/ORADEA/L4363669/PROLEGIS+CONSULTING+S.R.L./,"STR. GHEORGHE DOJA, Nr. 106, ORADEA, Cod Postal 410169, Jud. BIHOR",0742-214 455, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2014: FuncţiuneCOD FISCAL: 16805511NUMĂR DE ÎNREGISTRARE: J05/1762/2004FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 30/09/2004NUMAR ANGAJATI LA DATA 31/12/2014: 131CAPITALUL SUBSCRIS: 200 RONCIFRA DE AFACERI LA DATA 31/12/2014: 3256922 RON PROFIT LA DATA 31/12/2014: 164127 RON", ,16805511, , ,Consultanţă în afaceri şi finanţe, , , , , 
DORIN CONSULTING S.R.L.,https://www.paginiaurii.ro//companii/IA%C5%9EI/L4431657/DORIN+CONSULTING+S.R.L./,"STR. MIHAIL KOGĂLNICEANU, Nr. 2, IAŞI, Cod Postal 700454, Jud. IAŞI",0232-215 817, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2014: FuncţiuneCOD FISCAL: 17682999NUMĂR DE ÎNREGISTRARE: J22/1576/2005FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 13/06/2005NUMAR ANGAJATI LA DATA 31/12/2014: 2CAPITALUL SUBSCRIS: 200 RONCIFRA DE AFACERI LA DATA 31/12/2014: 56759 RON PROFIT LA DATA 31/12/2014: -16408 RON", ,17682999, , ,Consultanţă în afaceri şi finanţe, , , , , 
DA INFORMARE ŞI CONSULTANŢĂ,"https://www.paginiaurii.ro//companii/Sector+6,+BUCURE%C5%9ETI/L4454862/DA+INFORMARE+%C5%9EI+CONSULTAN%C5%A2%C4%82/","AL. PARVA, Nr. 5B, Sector 6, BUCUREŞTI",0722-644 274, ,<built-in function open>, , , , , ,Consultanţă în afaceri şi finanţe, , , , , 
SECŢIA DE PROMOVARE A COMERŢULUI ŞI A INVESTIŢIILOR,"https://www.paginiaurii.ro//companii/Sector+1,+BUCURE%C5%9ETI/L4384885/SEC%C5%A2IA+DE+PROMOVARE+A+COMER%C5%A2ULUI+%C5%9EI+A+INVESTI%C5%A2IILOR/","STR. ATENA, Nr. 10, Sector 1, BUCUREŞTI, Cod Postal 40779",021-310 0470, ,<built-in function open>, , , , , ,Consultanţă în afaceri şi finanţe, , , , , 
SIMIROM S.R.L.,https://www.paginiaurii.ro//companii/ORADEA/L4368889/SIMIROM+S.R.L./,"BD. DECEBAL, Nr. 8, ORADEA, Cod Postal 410197, Jud. BIHOR",0729-099 799, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2014: FuncţiuneCOD FISCAL: 22425290NUMĂR DE ÎNREGISTRARE: J05/2338/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 18/09/2007NUMAR ANGAJATI LA DATA 31/12/2014: 1CAPITALUL SUBSCRIS: 200 RONCIFRA DE AFACERI LA DATA 31/12/2014: 0 RON PROFIT LA DATA 31/12/2014: -15567 RON", ,22425290, , ,Consultanţă în afaceri şi finanţe, , , , , 
ATTA CONSULTING S.R.L.,https://www.paginiaurii.ro//companii/ALBA+IULIA/L4504665/ATTA+CONSULTING+S.R.L./,"PŢA CONSILIUL EUROPEI, Nr. 9, Bl. 32E, ALBA IULIA, Cod Postal 510096, Jud. ALBA",0258-818 881, ,<built-in function open>,"Descriere:
ATTA CONSULTING SRL cu vastă experienţă acumulată în domeniul afacerilor şi finanţelor, vă oferă printr-o echipă de profesionişti,  următoarele servicii:-Managementul activităţii de marketing-Management de proiect-Asistenţă tehnică pentru întocmirea documentaţiei de licitaţieINFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 15977969NUMĂR DE ÎNREGISTRARE: J01/1050/2003FORMA LEGALA: SRLCOD CAEN:6920- ACTIVITĂŢI DE CONTABILITATE SI AUDIT FINANCIAR; CONSULTANŢĂ ÎN DOMENIUL FISCALDATA ÎNCEPERII ACTIVITĂŢII: 09/12/2003NUMAR ANGAJATI LA DATA 31/12/2015: 5CAPITALUL SUBSCRIS: 150200 RONCIFRA DE AFACERI LA DATA 31/12/2015: 948288 RON PROFIT LA DATA 31/12/2015: 496619 RON", ,15977969, , ,Consultanţă în afaceri şi finanţe, , , , , 
LEONARD IMPORT-EXPORT S.R.L.,"https://www.paginiaurii.ro//companii/Sector+4,+BUCURE%C5%9ETI/L4356553/LEONARD+IMPORT-EXPORT+S.R.L./","STR. PRIDVORULUI, Nr. 7, Bl.5, Sc.B, Ap.28, Sector 4, BUCUREŞTI, Cod Postal 41201",021-330 4636, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 2600702NUMĂR DE ÎNREGISTRARE: J40/9929/1991FORMA LEGALA: SRLCOD CAEN:4614- INTERMEDIERI ÎN COMERŢUL CU MAŞINI ECHIPAMENTE INDUSTRIALE NAVE SI AVIOANEDATA ÎNCEPERII ACTIVITĂŢII: 09/09/1991NUMAR ANGAJATI LA DATA 31/12/2015: 3CAPITALUL SUBSCRIS: 1720 RONCIFRA DE AFACERI LA DATA 31/12/2015: 397666 RON PROFIT LA DATA 31/12/2015: 24340 RON", ,2600702, , ,Consultanţă în afaceri şi finanţe, , , , , 
TEHNOBAT CONSULTING,https://www.paginiaurii.ro//companii/BUCURE%C5%9ETI/L4421062/TEHNOBAT+CONSULTING/,"CAL. 13 SEPTEMBRIE, Nr. 222, BUCUREŞTI, Cod Postal 50735",0726-738 146, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22446501NUMĂR DE ÎNREGISTRARE: J40/17661/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 21/09/2007NUMAR ANGAJATI LA DATA 31/12/2015: CAPITALUL SUBSCRIS: 200 RONCIFRA DE AFACERI LA DATA 31/12/2015: 3255419 RON PROFIT LA DATA 31/12/2015: 20612 RON", ,22446501, , ,Consultanţă în afaceri şi finanţe, , , , , 
KARANNA BUSINESS SOLUTION,https://www.paginiaurii.ro//companii/CRAIOVA/L4447854/KARANNA+BUSINESS+SOLUTION/,"STR. DOLJULUI, Bl.R9, CRAIOVA, Cod Postal 200127, Jud. DOLJ",0351-808 088, ,<built-in function open>, , , , , ,Consultanţă în afaceri şi finanţe, , , , , 
"MUSCALU CECILIA, SOC. PROF. DE CONSILIERI JURIDICI","https://www.paginiaurii.ro//companii/IA%C5%9EI/L4443295/MUSCALU+CECILIA,+SOC.+PROF.+DE+CONSILIERI+JURIDICI/","BD. CHIMIEI, Nr. 4bis, IAŞI, Jud. IAŞI",0232-233 972, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2013: FuncţiuneCOD FISCAL: 17731765NUMĂR DE ÎNREGISTRARE: J22/1709/2005FORMA LEGALA: SRLCOD CAEN:6910- ACTIVITĂŢI JURIDICEDATA ÎNCEPERII ACTIVITĂŢII: 28/06/2005NUMAR ANGAJATI LA DATA 31/12/2013: 0CAPITALUL SUBSCRIS: 200 RONCIFRA DE AFACERI LA DATA 31/12/2013: 0 RON PROFIT LA DATA 31/12/2013: 0 RON", ,17731765, , ,Consultanţă în afaceri şi finanţe, , , , , 
CRIAD AUTO S.R.L.,https://www.paginiaurii.ro//companii/GALA%C5%A2I/L4335300/CRIAD+AUTO+S.R.L./,"STR. GORUNULUI, GALAŢI, Cod Postal 800437, Jud. GALAŢI",0236-453 666, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2013: FuncţiuneCOD FISCAL: 16744635NUMĂR DE ÎNREGISTRARE: J17/1414/2004FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 08/09/2004NUMAR ANGAJATI LA DATA 31/12/2013: 0CAPITALUL SUBSCRIS: 48434 RONCIFRA DE AFACERI LA DATA 31/12/2013: 0 RON PROFIT LA DATA 31/12/2013: 0 RON", ,16744635, , ,Consultanţă în afaceri şi finanţe, , , , , 
DIPLOMAT BUSSINES CENTER,"https://www.paginiaurii.ro//companii/Sector+1,+BUCURE%C5%9ETI/L4340515/DIPLOMAT+BUSSINES+CENTER/","STR. SEVASTOPOL, Nr. 13-17, Sector 1, BUCUREŞTI, Cod Postal 010991",021-312 9720, ,<built-in function open>, , , , , ,Consultanţă în afaceri şi finanţe, , , , , 
MARACONT S.R.L.,https://www.paginiaurii.ro//companii/CRAIOVA/L4374097/MARACONT+S.R.L./,"BD. OLTENIA, Nr. 13, CRAIOVA, Cod Postal 200211, Jud. DOLJ",0755-249 604, ,<built-in function open>, , , , , ,Consultanţă în afaceri şi finanţe, , , , , 
TEHNO EXPERT DESIGN S.R.L.,https://www.paginiaurii.ro//companii/COM.+MOGO%C5%9EOAIA/L6243905/TEHNO+EXPERT+DESIGN+S.R.L./,"STADIONULUI, Nr. 5, COM. MOGOŞOAIA, Cod Postal 077135, Jud. ILFOV",021-351 0087, ,<built-in function open>, , , , , ,Consultanţă în afaceri şi finanţe, , , , , 
TERMOSISTEM SRL,"https://www.paginiaurii.ro//companii/5,+BUCURE%C5%9ETI/L4470038/TERMOSISTEM+SRL/","STR. PROF. DR. DIMITRIE GRECESCU, Nr.14, Ap. 1, 5, BUCUREŞTI, Cod Postal 50598",021-411 1254, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 13645050NUMĂR DE ÎNREGISTRARE: J40/421/2001FORMA LEGALA: SRLCOD CAEN:4674- COMERŢ CU RIDICATA AL ECHIPAMENTELOR SI FURNITURILOR DE FIERĂRIE PENTRU INSTALAŢII SANITARE SI DE ÎNCĂLZIREDATA ÎNCEPERII ACTIVITĂŢII: 18/01/2001NUMAR ANGAJATI LA DATA 31/12/2015: 2CAPITALUL SUBSCRIS: 13200 RONCIFRA DE AFACERI LA DATA 31/12/2015: 106666 RON PROFIT LA DATA 31/12/2015: 25487 RON", ,13645050, , ,Consultanţă în afaceri şi finanţe, , , , , 
MATTIG MANAGEMENT PARTNERS RO SRL,"https://www.paginiaurii.ro//companii/1,+BUCURE%C5%9ETI/L4424475/MATTIG+MANAGEMENT+PARTNERS+RO+SRL/","BD. ALEXANDRU IOAN CUZA, Nr.32A, Et. 3 Ap. BIR. 6, 1, BUCUREŞTI",021-318 5511, ,<built-in function open>,"Descriere:
Noi netezim calea spre success - cunoştinţele noastre sunt avantajul dumneavoastră!INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 17430282NUMĂR DE ÎNREGISTRARE: J40/6066/2005FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 25/05/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 72600 RONCIFRA DE AFACERI LA DATA 31/12/2015: 2577 RON PROFIT LA DATA 31/12/2015: -745213 RON", ,17430282, , ,Consultanţă în afaceri şi finanţe, , , , , 
CONLAND S.R.L.,https://www.paginiaurii.ro//companii/BISTRI%C5%A2A/L4525823/CONLAND+S.R.L./,"BD. DECEBAL, Nr. 37, BISTRIŢA, Jud. BISTRIŢA-NĂSĂUD",0263-232 144, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 13067029NUMĂR DE ÎNREGISTRARE: J06/164/2000FORMA LEGALA: SRLCOD CAEN:7320- ACTIVITĂŢI DE STUDIERE A PIEŢEI SI DE SONDARE A OPINIEI PUBLICEDATA ÎNCEPERII ACTIVITĂŢII: 01/06/2000NUMAR ANGAJATI LA DATA 31/12/2015: 3CAPITALUL SUBSCRIS: 200 RONCIFRA DE AFACERI LA DATA 31/12/2015: 283113 RON PROFIT LA DATA 31/12/2015: 112640 RON", ,13067029, , ,Consultanţă în afaceri şi finanţe, , , , , 
